SCHOOL_ID,YEAR,COUNTY,SCHOOL_NAME,SCHOOL_TYPE,GRADE,FRL_PERCENT,FRL_COUNT,ENROLLED,TOTAL_STUDENTS,DISTRICT_ID,DIST_KEY,CHRONIC_ABSENT_RATE
10018004,2024-25,ADAMS,HAWTHORNE ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.5452,187,343,343,10018004,10018,0.2341
10018005,2024-25,ADAMS,LINCOLN ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.8097,234,289,289,10018005,10018,0.2341
10018006,2024-25,ADAMS,LONGFELLOW ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.5049,154,305,305,10018006,10018,0.2341
10018007,2024-25,ADAMS,MORTON EARLY LEARNING CENTER,PREK ONLY                     ,PK-PK,0.0878,44,501,501,10018007,10018,0.2341
10018008,2024-25,ADAMS,RAYMOND A WATSON ELEM SCHOOL,ELEMENTARY                    ,K -05,0.4524,152,336,336,10018008,10018,0.2341
10090001,2024-25,ADAMS,ADAMS CENTRAL JR-SR HIGH SCH,SECONDARY                     ,07-12,0.1261,57,452,452,10090001,10090,0.0835
10090007,2024-25,ADAMS,ADAMS CENTRAL ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,0.1403,71,506,506,10090007,10090,0.0835
10090008,2024-25,ADAMS,ADAMS CENTRAL EARLY CHILDHOOD CENTER,PREK ONLY                     ,PK-PK,*,*,98,98,10090008,10090,0.0835
10123001,2024-25,ADAMS,SILVER LAKE HIGH SCHOOL,SECONDARY                     ,07-12,0.3511,33,94,94,10123001,10123,0.069
10123002,2024-25,ADAMS,SILVER LAKE ELEM SCH-BLADEN,ELEMENTARY                    ,PK-06,0.3185,43,135,135,10123002,10123,0.069
20009001,2024-25,ANTELOPE,NELIGH-OAKDALE HIGH SCHOOL,SECONDARY                     ,07-12,0.4861,70,144,144,20009001,20009,0.1122
20009004,2024-25,ANTELOPE,WESTWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-02,0.4261,49,115,115,20009004,20009,0.1122
20009005,2024-25,ANTELOPE,EASTWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,03-06,0.6559,61,93,93,20009005,20009,0.1122
20018001,2024-25,ANTELOPE,ELGIN HIGH SCHOOL,SECONDARY                     ,07-12,0.3924,31,79,79,20018001,20018,0.1419
20018002,2024-25,ANTELOPE,ELGIN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.5631,58,103,103,20018002,20018,0.1419
20115007,2024-25,ANTELOPE,SUMMERLAND HIGH SCHOOL,SECONDARY                     ,07-12,0.5308,112,211,211,20115007,20115,0.1071
20115008,2024-25,ANTELOPE,SUMMERLAND ELEM SCHOOL,ELEMENTARY                    ,PK-06,0.4788,113,236,236,20115008,20115,0.1071
30500001,2024-25,ARTHUR,ARTHUR COUNTY HIGH SCHOOL,SECONDARY                     ,07-12,*,*,64,64,30500001,30500,0.1491
30500002,2024-25,ARTHUR,ARTHUR COUNTY ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,*,*,51,51,30500002,30500,0.1491
40001001,2024-25,BANNER,BANNER COUNTY HIGH SCHOOL,SECONDARY                     ,09-12,*,*,37,37,40001001,40001,0.2667
40001002,2024-25,BANNER,BANNER COUNTY ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,*,*,66,66,40001002,40001,0.2667
40001003,2024-25,BANNER,BANNER COUNTY MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,*,*,25,25,40001003,40001,0.2667
50071001,2024-25,BLAINE,HIGH SCHOOL AT DUNNING,SECONDARY                     ,07-12,0.4706,16,34,34,50071001,50071,0.2262
50071002,2024-25,BLAINE,ELEMENTARY SCHOOL AT HALSEY,ELEMENTARY                    ,K -06,0.64,32,50,50,50071002,50071,0.2262
60001001,2024-25,BOONE,BOONE CENTRAL HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.3095,65,210,210,60001001,60001,0.088
60001002,2024-25,BOONE,BOONE CENTRAL ELEM-ALBION,ELEMENTARY                    ,PK-04,0.3401,84,247,247,60001002,60001,0.088
60001004,2024-25,BOONE,BOONE CENTRAL MIDDLE SCHOOL,MIDDLE SCHOOL                 ,05-08,0.4315,63,146,146,60001004,60001,0.088
60017001,2024-25,BOONE,ST EDWARD HIGH SCHOOL,SECONDARY                     ,07-12,0.726,53,73,73,60017001,60017,0.0789
60017002,2024-25,BOONE,ST EDWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.7229,60,83,83,60017002,60017,0.0789
60075001,2024-25,BOONE,RIVERSIDE HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.5195,40,77,77,60075001,60075,0.1157
60075002,2024-25,BOONE,RIVERSIDE MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.587,27,46,46,60075002,60075,0.1157
60075003,2024-25,BOONE,RIVERSIDE ELEMENTARY - CEDAR RAPIDS,ELEMENTARY                    ,PK-05,0.5244,43,82,82,60075003,60075,0.1157
60075004,2024-25,BOONE,RIVERSIDE ELEMENTARY - SPALDING,ELEMENTARY                    ,PK-05,0.25,12,48,48,60075004,60075,0.1157
70006001,2024-25,BOX BUTTE,ALLIANCE HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.4678,211,451,451,70006001,70006,0.1981
70006002,2024-25,BOX BUTTE,ALLIANCE MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.6054,158,261,261,70006002,70006,0.1981
70006004,2024-25,BOX BUTTE,EMERSON ELEMENTARY SCHOOL,ELEMENTARY                    ,K -02,0.654,155,237,237,70006004,70006,0.1981
70006005,2024-25,BOX BUTTE,GRANDVIEW ELEMENTARY SCHOOL,ELEMENTARY                    ,03-05,0.5442,154,283,283,70006005,70006,0.1981
70006006,2024-25,BOX BUTTE,ALLIANCE EARLY CHILD ED PROG,PREK ONLY                     ,PK-PK,0.5256,41,78,78,70006006,70006,0.1981
70010001,2024-25,BOX BUTTE,HEMINGFORD HIGH SCHOOL,SECONDARY                     ,07-12,0.2471,43,174,174,70010001,70010,0.1274
70010002,2024-25,BOX BUTTE,HEMINGFORD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.3206,67,209,209,70010002,70010,0.1274
80051001,2024-25,BOYD,BOYD COUNTY HIGH SCHOOL (SPENCER),HIGH SCHOOL                   ,09-12,0.4742,46,97,97,80051001,80051,0.0753
80051002,2024-25,BOYD,BOYD COUNTY MIDDLE SCHOOL (SPENCER),MIDDLE SCHOOL                 ,05-08,0.5326,49,92,92,80051002,80051,0.0753
80051003,2024-25,BOYD,BOYD COUNTY ELEMENTARY (BUTTE),ELEMENTARY                    ,PK-04,0.4265,29,68,68,80051003,80051,0.0753
80051004,2024-25,BOYD,BOYD COUNTY ELEMENTARY (LYNCH),ELEMENTARY                    ,PK-04,0.6458,31,48,48,80051004,80051,0.0753
90010001,2024-25,BROWN,AINSWORTH HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.4135,43,104,104,90010001,90010,0.0946
90010002,2024-25,BROWN,AINSWORTH ELEMENTARY SCHOOL,ELEMENTARY                    ,K -04,0.4565,63,138,138,90010002,90010,0.0946
90010003,2024-25,BROWN,AINSWORTH MIDDLE SCHOOL,MIDDLE SCHOOL                 ,05-08,0.3551,38,107,107,90010003,90010,0.0946
90010011,2024-25,BROWN,AINSWORTH LITTLE PAWS PRESCHOOL,PREK ONLY                     ,PK-PK,0.3235,11,34,34,90010011,90010,0.0946
